Name,Slug,Collection ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Spoofs Images,Hide image?,Spoof Category,Caption,Featured?,Author Credit
100 Seconds to Midnight,100-seconds-to-midnight,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042afa0,false,false,Fri Jul 30 2021 18:19:29 GMT+0000 (Coordinated Universal Time),Fri Aug 20 2021 21:29:19 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/610442ac85f282532db9406e_100-seconds-midnight-Watch_600x750.jpg,false,PSYCHO,,false,
1000 years,1000-years,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae39,false,false,Sat Jan 09 2021 00:10:23 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:10:23 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f4623da762b36b7c3e88_dysmal_science_1_600px.jpg,false,ECOLOGICAL,,false,
52% Fat,52-fat,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae63,false,false,Sat Jan 09 2021 00:25:28 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:25:28 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f7f09299974ee17596d2_food_fight_3_600px.jpg,false,CORPO,,false,
Absolut Coma.,absolut-coma,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae1e,false,false,Fri Jan 08 2021 23:47:56 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:04:40 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8ef2075a5c1c60530e4dd_absolut_impotence_7.jpg,false,CORPO,,false,
Absolut Impotence Vodka,absolut-impotence-vodka,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae18,false,false,Fri Jan 08 2021 23:44:25 GMT+0000 (Coordinated Universal Time),Fri Jan 08 2021 23:53:30 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f070c98da98541038d2c_absolut_impotence_1_600px.jpg,false,CORPO,,false,
Absolut Moron,absolut-moron,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae1a,false,false,Fri Jan 08 2021 23:46:08 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:03:53 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8eeb71cf9a0a70cde5b1f_absolut_impotence_3.jpg,false,CORPO,,false,
Absolute AA,absolute-aa,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae1f,false,false,Fri Jan 08 2021 23:48:17 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:04:58 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f328b9e23243eac2e809_absolut_impotence_8_600px.jpg,false,CORPO,,false,
Absolute End.,absolute-end,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae1d,false,false,Fri Jan 08 2021 23:47:35 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:04:29 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8ef0f8efa2b4570991fe1_absolut_impotence_6.jpg,false,CORPO,,false,
Absolute Hangover,absolute-hangover,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae1c,false,false,Fri Jan 08 2021 23:47:16 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:04:19 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8eef9eb709cc6fb1e1f7c_absolut_impotence_5.jpg,false,CORPO,,false,
Absolute Mayhem,absolute-mayhem,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae1b,false,false,Fri Jan 08 2021 23:46:54 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:43:35 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f2f57fde0336826a0e9f_absolut_impotence_4_600px.jpg,false,CORPO,"""Capitalists will sell us the rope we hang them with""",false,
Absolute on Ice,absolute-on-ice,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae19,false,false,Fri Jan 08 2021 23:45:24 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:03:43 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f2dce8725a7e50269b79_absolut_impotence_2_600px.jpg,false,CORPO,,false,
ADFREE,adfree,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ad8c,false,false,Tue Dec 29 2020 21:17:18 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:17:18 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9cba134981de37f71d49_ADFREE.jpg,false,ECONOMIC,,false,
All-beef Patties,all-beef-patties,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042b0b1,false,false,Sat Feb 12 2022 00:59:31 GMT+0000 (Coordinated Universal Time),Wed May 11 2022 19:49:55 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/6207071b2e95782d7043e597_mcdonalds-all-beef-spoofad.jpg,false,PSYCHO,,false,
Are We Happy Yet?,are-we-happy-yet,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042aeef,false,false,Wed Apr 14 2021 19:39:22 GMT+0000 (Coordinated Universal Time),Wed Apr 14 2021 19:39:22 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/607744e762fa310c3fc3a37f_are_we_happy_yet_600x750.jpg,false,CORPO,Are We Happy Yet? - Featured in Adbusters #100,false,
Are We Happy Yet - Algorithm ,are-we-happy-yet-algorithm,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042b252,false,false,Tue Jun 06 2023 22:09:32 GMT+0000 (Coordinated Universal Time),Tue Jun 06 2023 22:09:58 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/647fae731dc0f32019ec1433_are-we-happy-2023.jpg,false,CORPO,,false,
Are you Happy Yet?,are-you-happy-yet,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ad9f,false,false,Tue Dec 29 2020 21:17:55 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:17:55 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9cea83f67d0a2661317a_AreYouHappyYet.jpg,false,PSYCHO,,false,
ATMs,atms,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada0,false,false,Tue Dec 29 2020 21:18:36 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:35:13 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9d158f7605cf89371bef_ATMs.jpg,false,ECONOMIC,"""Jam anything and everything"" - Featured in Adbusters #126",false,
Balenciaga We Sell You Shit,balenciaga-we-sell-you-shit,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042b12a,false,false,Wed May 11 2022 19:49:36 GMT+0000 (Coordinated Universal Time),Thu Oct 27 2022 21:08:41 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/627c131f0b44bc14cd88c872_balenciaga-shit_spoof-ad_600px.jpg,false,CORPO,,false,
Bar code,bar-code,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada1,false,false,Tue Dec 29 2020 21:19:29 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:19:29 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9d3d9c74e648ac5ec49f_Barcode.jpg,false,ECONOMIC,,false,
Bar code Prison,bar-code-prison,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada2,false,false,Tue Dec 29 2020 21:20:00 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:32:23 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9d6c3baa0a21a98bef3d_BarcodePrison.jpg,false,ECONOMIC,"""the neoliberal prison of consumerism"" ",false,
Behind bar codes,behind-bar-codes,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae35,false,false,Fri Jan 08 2021 23:52:42 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:05:46 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f3587fde03ec336a0ef8_buyology_urge_4_600px.jpg,false,BUYNOTHINGDAY,,false,
Big Mac Attack,big-mac-attack,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae67,false,false,Sat Jan 09 2021 00:27:02 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:27:02 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f84d929997f7b77597f8_food_fight_7_600px.jpg,false,CORPO,,false,
Blackspots,blackspots,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada3,false,false,Tue Dec 29 2020 21:20:34 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:20:34 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9d9019c71c0bbc9e2af6_blackspots.jpg,false,BUYNOTHINGDAY,,false,
Brand 0,brand-0,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae60,false,false,Sat Jan 09 2021 00:23:29 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:23:29 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f778a3981b932bc2adfd_fashion_slashin_9_600px.jpg,false,CORPO,,false,
Bulgari,bulgari,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae5f,false,false,Sat Jan 09 2021 00:23:02 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:23:02 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f75b9f2f4c1133526956_fashion_slashin_8_600px.jpg,false,AESTHETICO,,false,
Bump?,bump,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae3e,false,false,Sat Jan 09 2021 00:12:52 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:12:52 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f4f9929997edf5758eda_eco_1_600px.jpg,false,ECOLOGICAL,,false,
BuyNothingDay Cartoon,buynothingday-cartoon,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada4,false,false,Tue Dec 29 2020 21:21:03 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:21:03 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9daefa050a1fd6253c68_BND_cartoon.jpg,false,BUYNOTHINGDAY,,false,
BuyNothingDay participate,buynothingday-participate,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada5,false,false,Tue Dec 29 2020 21:24:51 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:24:51 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9dccb9e68952eca4e56b_BND-1.jpg,false,BUYNOTHINGDAY,,false,
Buyological Bar Code,buyological-bar-code,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae38,false,false,Sat Jan 09 2021 00:09:55 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:09:55 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f40d88a1fe3a09173a31_buyology_urge_7_600px.jpg,false,BUYNOTHINGDAY,,false,
Buyology Urge,buyology-urge,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae34,false,false,Fri Jan 08 2021 23:52:14 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:05:33 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ad10e7d0f7efd2980f1664e_adbusters_LookWhatIBought.jpg,false,BUYNOTHINGDAY,,false,
Capitalism,capitalism,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada7,false,false,Tue Dec 29 2020 21:25:47 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:25:47 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9ecd9c74e60a1c5ec6f3_Capitalism.jpg,false,ECONOMIC,,false,
Carbon Dioxide Hits Record High,carbon-dioxide-hits-record-high,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042afd1,false,false,Tue Aug 24 2021 17:36:05 GMT+0000 (Coordinated Universal Time),Fri Sep 03 2021 19:47:45 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/61252de1fc10444191b9d280_Carbon_Dioxide_Record_Highs_600x750.jpg,false,ECOLOGICAL,,false,
Carbon Shoe,carbon-shoe,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada8,false,false,Tue Dec 29 2020 21:26:18 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:26:18 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9ee583f67da49c613b58_CarbonShoe.jpg,false,ECOLOGICAL,,false,
Choice,choice,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ada9,false,false,Tue Dec 29 2020 21:26:37 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:26:37 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9f03b9e689a794a4e8b8_Choice.jpg,false,PSYCHO,,false,
Cigarettes Cancer,cigarettes-cancer,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae68,false,false,Wed Jan 13 2021 17:52:44 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:20:49 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff39fcb44dc7f3896db646_philip_morris_1_600px.jpg,false,CORPO,,false,
Coke Ecocide,coke-ecocide,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042b1cb,false,false,Thu Oct 27 2022 21:08:32 GMT+0000 (Coordinated Universal Time),Thu Oct 27 2022 21:08:48 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/635af3340e290a5cf9f76ea9_coke-ecocide_600.jpg,false,ECOLOGICAL,,true,
Consumption will fill the Void,consumption-will-fill-the-void,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae36,false,false,Sat Jan 09 2021 00:06:22 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:06:22 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f36c0e826a6ff89538af_buyology_urge_5_600px.jpg,false,BUYNOTHINGDAY,,false,
Dada,dada,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042adaa,false,false,Tue Dec 29 2020 21:26:57 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:26:57 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feb9f169c74e644985ec70d_Dada.jpg,false,AESTHETICO,,false,
Deeply into Debt,deeply-into-debt,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae3d,false,false,Sat Jan 09 2021 00:12:15 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:34:15 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f4d0fce49b30c23e1297_dysmal_science_5_600px.jpg,false,BUYNOTHINGDAY,"""nuclear drudgery"" ",false,
Derek Pennett Logo Purge,derek-pennett-logo-purge,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae16,false,false,Fri Jan 08 2021 23:42:43 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:33:24 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8edd06d435d5c35e95613_derek_pennett-logo-purge_adb121_600px.jpg,false,CORPO,"""consumer schziophrenia"" - Featured in Adbusters #121",false,
Des Seins,des-seins,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae85,false,false,Wed Jan 13 2021 18:13:43 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:24:22 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3ad37b884518ac00aff9_political_7_600px.jpg,false,POLITICAL,,false,
