Name,Slug,Collection ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Spoofs Images,Hide image?,Spoof Category,Caption,Featured?,Author Credit
Mental Liberation Front #149,mental-liberation-front-149,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042af08,false,false,Fri Apr 30 2021 21:41:06 GMT+0000 (Coordinated Universal Time),Wed May 05 2021 22:48:59 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/608c7906df940a17e86561e0_we_take_our_mental_space_back_MLF_600x750.jpg,false,POLITICAL,Mental Liberation Front - Featured in Adbusters #149,false,
Ms. Wonder Woman for president.,ms-wonder-woman-for-president,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae81,false,false,Wed Jan 13 2021 18:03:25 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:23:29 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3a9c0f16f4f569eac79f_political_3_600px.jpg,false,POLITICAL,,false,
Name these,name-these,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042adc8,false,false,Tue Dec 29 2020 21:37:01 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:37:01 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba174fa050a3e02254d57_Namethese.jpg,false,CORPO,,false,
Name these.,name-these-2,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae58,false,false,Sat Jan 09 2021 00:16:43 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:27:05 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f5e105a29e2232303706_eco_9_600px.jpg,false,POLITICAL,“commodity fetishism in a nutshell” ,false,
Neoclassical Economics,neoclassical-economics,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae3b,false,false,Sat Jan 09 2021 00:11:23 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:30:53 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f49bc34e6338235c0713_dysmal_science_3_600px.jpg,false,ECONOMIC,"""economics is a religion""",false,
Never For Money,never-for-money,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042adc9,false,false,Tue Dec 29 2020 21:37:23 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:37:23 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba1859eefd21c8c93f476_NeverForMoney.jpg,false,PSYCHO,,false,
Nike price,nike-price,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae87,false,false,Wed Jan 13 2021 18:30:55 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:30:55 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3c4856fcc571302c72b1_unswooshing_1_600px.jpg,false,CORPO,,false,
Nike smile.,nike-smile,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae9f,false,false,Wed Jan 13 2021 18:34:13 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:34:13 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3d1ec12d79034772b8e2_unswooshing_7_600px.jpg,false,CORPO,,false,
Nike Sweatshop,nike-sweatshop,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042add3,false,false,Tue Dec 29 2020 21:37:44 GMT+0000 (Coordinated Universal Time),Mon Apr 19 2021 23:04:47 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba19c97ee973c0ddd1aff_Nike_Sweatshop.jpg,false,CORPO,,false,
Nike Sweatshop,nike-sweatshop-2,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae88,false,false,Wed Jan 13 2021 18:31:18 GMT+0000 (Coordinated Universal Time),Mon Apr 19 2021 23:05:07 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3c6a84ef804236e853aa_unswooshing_2_600px.jpg,false,CORPO,,false,
Obey,obey,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae3f,false,false,Sat Jan 09 2021 00:13:20 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:13:20 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f50fe6c011c67874bb0c_eco_2_600px.jpg,false,PSYCHO,,false,
Obssession for Men,obssession-for-men,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae5b,false,false,Sat Jan 09 2021 00:17:58 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:17:58 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f626d5a56715f19d0929_fashion_slashin_3_600px.jpg,false,PSYCHO,,false,
Obssession for Women,obssession-for-women,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae5a,false,false,Sat Jan 09 2021 00:17:32 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:18:05 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f60e6d435de69ee967b0_fashion_slashin_2_600px.jpg,false,PSYCHO,,false,
OccupyWallStreet,occupywallstreet,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042aea0,false,false,Wed Jan 13 2021 19:35:21 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 19:35:21 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff4b5cdfefcace15f87b60_OccupyWallStreetPoster_600px.jpg,false,HISTORICAL,,false,
Organized Crime Circle,organized-crime-circle,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ade4,false,false,Tue Dec 29 2020 21:38:49 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:29:04 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba1ddf7f418357a851430_OrganizedCrimeCircle.jpg,false,CORPO,"""marks of the devil"" - Featured in Adbusters #113",false,
Pain is Capitalism Dying,pain-is-capitalism-dying,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042aed9,false,false,Fri Apr 09 2021 17:32:19 GMT+0000 (Coordinated Universal Time),Fri Apr 09 2021 17:40:23 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/60708f6202f5780170a17c73_the_pain_we_feel_is_capitalism_daying_600x724.jpg,false,ECONOMIC,Pain is Capitalism Dying,false,
Perma Culture,perma-culture,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ade5,false,false,Tue Dec 29 2020 21:39:15 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:39:15 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba1f1c2e571d6420b6492_PermaCulture.jpg,false,AESTHETICO,,false,
Place Tongue Here,place-tongue-here,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042afce,false,false,Fri Aug 20 2021 21:29:12 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 17:36:11 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/61201e277636acfa0bbe1572_Place_Tongue_Here_600x750.jpg,false,CORPO,Licking the boot of capitalism.,false,
Prozac,prozac,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae43,false,false,Sat Jan 09 2021 00:15:24 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:15:24 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f59275a5c175b530fa67_eco_6_600px.jpg,false,CORPO,,false,
Reality for Men.,reality-for-men,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae59,false,false,Sat Jan 09 2021 00:17:08 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:17:08 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f5f59f2f4c4c12526364_fashion_slashin_1_600px.jpg,false,CORPO,,false,
Revolution Essentielle,revolution-essentielle,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae7f,false,false,Wed Jan 13 2021 18:01:40 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:22:59 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3a6129e4ca40557df643_political_1_600px.jpg,false,POLITICAL,,false,
Santa,santa,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ade6,false,false,Tue Dec 29 2020 21:39:45 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:39:45 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba20ff7f4188f908514f6_Santa.jpg,false,BUYNOTHINGDAY,Rise above it,false,
She's got your eyes,shes-got-your-eyes,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae42,false,false,Sat Jan 09 2021 00:14:58 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:14:58 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f572c98da918570397f9_eco_5_600px.jpg,false,PSYCHO,,false,
Shot on Iphone,shot-on-iphone,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ade7,false,false,Tue Dec 29 2020 21:40:13 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:40:13 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba22d9cc80bcf459a13b8_ShotOn.jpg,false,CORPO,,false,
Stop the Traffic,stop-the-traffic,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ade8,false,false,Tue Dec 29 2020 21:40:41 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:40:41 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba249b9e6899a9ba4f487_Stop_Traffic.jpg,false,POLITICAL,,false,
Taste the Fouling,taste-the-fouling,65c28f6b17c6d6d0d042a41b,65fa0719a4b52a883c1ce68d,false,false,Tue Mar 19 2024 21:43:53 GMT+0000 (Coordinated Universal Time),Tue Mar 19 2024 21:44:33 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/65fa070f4d336b257e365c8f_coke-fouling.jpg,false,ECOLOGICAL,,false,
The 10 worst,the-10-worst,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042adea,false,false,Tue Dec 29 2020 21:41:39 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:41:39 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba28b2256a65fb4e9f8a2_The10Worst.jpg,false,CORPO,,false,
The Big Question,the-big-question,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae3c,false,false,Sat Jan 09 2021 00:11:46 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:34:06 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f4b8b8c48c4c94ed08a5_dysmal_science_4_600px.jpg,false,ECONOMIC,"""the speculation economy gnaws away at our planet""",false,
The Buyological Urge,the-buyological-urge,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae37,false,false,Sat Jan 09 2021 00:06:54 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:08:28 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f3905a429277e82467b5_buyology_urge_6_600px.jpg,false,BUYNOTHINGDAY,,false,
The product is you.,the-product-is-you,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae56,false,false,Sat Jan 09 2021 00:15:51 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:15:51 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f5a788a1fe4387173c2e_eco_7_600px.jpg,false,PSYCHO,,false,
They call us ugly to sell us shit.,they-call-us-ugly-to-sell-us-shit,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042afd3,false,false,Fri Sep 03 2021 19:47:38 GMT+0000 (Coordinated Universal Time),Mon Oct 25 2021 23:22:21 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/61327bd66c70235e9f99a61a_Spoof_ad_sell-us-shit_600x750.jpg,false,BUYNOTHINGDAY,,false,
Tibor Kalman,tibor-kalman,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042adeb,false,false,Tue Dec 29 2020 21:42:20 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:42:20 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba2a597ee97f506dd1cb3_Tibor.jpg,false,AESTHETICO,,false,
Toxic Culture,toxic-culture,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae41,false,false,Sat Jan 09 2021 00:14:24 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:14:24 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f54d79487ea3d5dd7874_eco_4_600px.jpg,false,PSYCHO,,false,
Turn off,turn-off,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae40,false,false,Sat Jan 09 2021 00:13:51 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 20:43:01 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8f52b679e67e9934e491f_eco_3_600px.jpg,false,POLITICAL,"""the genrefication of society""",false,
Vegan Bride,vegan-bride,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae17,false,false,Fri Jan 08 2021 23:43:22 GMT+0000 (Coordinated Universal Time),Fri Jan 08 2021 23:43:22 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5ff8edfd3da76250cf7c233c_vegan-bride_adb121_600px.jpg,false,CORPO,Featured in Adbusters 121,false,
Victory in the Clash of Civilizations,victory-in-the-clash-of-civilizations,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042af0b,false,false,Wed May 05 2021 22:48:52 GMT+0000 (Coordinated Universal Time),Thu Jun 10 2021 21:29:59 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/609320cf98421ef36edea997_Victory_in_the_Clash_of_Civilizations_600x778.jpg,false,AESTHETICO, Featured in Adbusters #153,false,
We Don't Need Another Hero,we-dont-need-another-hero,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae84,false,false,Wed Jan 13 2021 18:08:39 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:24:12 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3ac9484fbfb4fb4d0cf5_political_6_600px.jpg,false,POLITICAL,,false,
Welcome to Marlboro,welcome-to-marlboro,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae6a,false,false,Wed Jan 13 2021 17:58:40 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:21:24 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3a2292b41754823dbaa6_philip_morris_3_600px.jpg,false,CORPO,,false,
Wild,wild,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042adec,false,false,Tue Dec 29 2020 21:42:57 GMT+0000 (Coordinated Universal Time),Mon Apr 05 2021 23:24:34 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba2daf723ca810768a55a_Wild.jpg,false,POLITICAL,,false,
World Revolution,world-revolution,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042aded,false,false,Tue Dec 29 2020 21:43:30 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:43:30 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba2eafdc9588fe6ae0195_WorldRevolution.jpg,false,PSYCHO,,false,
Young Romance,young-romance,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae83,false,false,Wed Jan 13 2021 18:07:47 GMT+0000 (Coordinated Universal Time),Wed Jan 13 2021 18:23:55 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5fff3ab8bf2e6471522f1f64_political_5_600px.jpg,false,POLITICAL,,false,
Your Economy,your-economy,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042adef,false,false,Tue Dec 29 2020 21:43:52 GMT+0000 (Coordinated Universal Time),Tue Dec 29 2020 21:43:52 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5feba30d4df42846b093769d_YourEconomy.jpg,false,ECONOMIC,,false,
Your Economy needs you to keep consuming,your-economy-needs-you-to-keep-consuming,65c28f6b17c6d6d0d042a41b,65c28f6b17c6d6d0d042ae20,false,false,Fri Jan 08 2021 23:49:29 GMT+0000 (Coordinated Universal Time),Sat Jan 09 2021 00:05:11 GMT+0000 (Coordinated Universal Time),Tue Nov 05 2024 00:01:07 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/5acfc48421e7a66153389c5f/5acfcd7221e7a6975838a836_adbusters_85_keep_consuming.jpg,false,ECONOMIC,,false,
